policy,candidatesupport,taxesfortreatment,emotionscale,sw,sb,ns,uw,ub,pooledwhite,pooledblack,pooledsymp,pooledunsymp,treat,RR,whiteid,racialstereotype,conservative,moderate,liberal,republican,independent,democrat,age,region,hsgrad,somecollege,collegegrad,postgrad,female,d25kto34k,d35kto49k,d50kto74k,d75kto99k,d100kto149k,d150kormore,pid7,ideo,perwhiteaddicts,perblackaddicts,overrepwhiteaddicts,overrepblackaddicts,sympathymike,opioidnews,state
0,0.25,0,0.275,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0,0,0,1,0,1,0,0,28,South,0,1,0,0,1,1,0,0,0,0,0,0.666666667,4,0.5,0.3,0,1,0.5,Not too closely,NC
1,0.5,0.4,0.675,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.125,0.75,0,0,0,1,0,0,1,33,Midwest,0,0,1,0,1,0,0,1,0,0,0,0,2,0.8,0.18,1,1,0.5,Fairly closely,MO
1,0.75,0.8,0.75,0,0,1,0,0,0,0,0,0,No Story,0.25,0.75,0,0,0,1,0,0,1,65,West,0,0,1,0,1,0,0,0,1,0,0,0,2,0.75,0.15,1,1,NA,Not too closely,CA
0,0,0,0.55,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.875,1,0,1,0,0,1,0,0,69,West,0,0,1,0,0,0,0,0,0,0,1,1,7,0.01,0.01,0,0,0.5,Fairly closely,CA
0,0.25,0.2,1,0,0,1,0,0,0,0,0,0,No Story,0.25,0,0,0,1,0,1,0,0,66,Midwest,0,1,0,0,1,0,1,0,0,0,0,0.833333333,4,0.6,0.2,0,1,NA,Very closely,OH
1,0.75,0.4,0.575,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.25,0,0,0,1,0,0,1,30,Midwest,1,0,0,0,1,0,0,0,0,0,0,0,3,0.5,0.5,0,1,0.5,Not too closely,MI
0,0.25,0,0.725,0,0,1,0,0,0,0,0,0,No Story,0,0,0,NA,NA,NA,1,0,0,26,West,1,0,0,0,1,0,0,0,0,0,0,0.833333333,NA,0.5,0.2,0,1,NA,Not closely at all,WY
1,0.5,0.2,0.325,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.125,0.75,0,0,0,1,0,1,0,75,Midwest,0,0,1,0,1,1,0,0,0,0,0,0.5,3,0.45,0.48,0,1,0.5,Fairly closely,OH
1,0.5,0.2,0.75,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0,0,0,0,1,0,0,1,50,Northeast,1,0,0,0,0,0,0,0,0,1,0,0.166666667,3,0.3,0.4,0,1,1,Fairly closely,CT
1,0.75,1,0.725,0,0,1,0,0,0,0,0,0,No Story,0,0,0,0,0,1,0,0,1,51,West,1,0,0,0,0,0,0,0,0,0,0,0,1,0.95,0.02,1,0,NA,Not too closely,NV
1,0.5,0,0.5,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.5,0.5,0,0,1,0,0,0,1,47,South,0,0,1,0,0,0,0,0,0,1,0,0.333333333,4,0.33,0.33,0,1,0,Not too closely,FL
1,1,1,0.75,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.5,0,0,0,1,0,0,1,60,Northeast,0,0,1,0,0,0,0,1,0,0,0,0.166666667,1,0.85,0.1,1,0,0.5,Fairly closely,PA
1,1,0,0.65,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.75,0.5,0,NA,NA,NA,0,0,1,68,Northeast,1,0,0,0,1,0,0,0,0,0,0,0.166666667,NA,0.4,0.4,0,1,0.75,Fairly closely,NJ
1,1,0.4,0.575,0,0,1,0,0,0,0,0,0,No Story,0,0.5,0,0,0,1,0,0,1,26,West,0,0,0,1,0,0,0,0,0,0,1,0,2,0.3,0.3,0,1,NA,Not too closely,UT
1,1,0.2,0.575,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.75,-0.166666667,1,0,0,1,0,0,32,South,0,0,0,0,1,1,0,0,0,0,0,0.833333333,5,0.55,0.25,0,1,1,Very closely,TX
1,1,0.8,0.825,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0,0,0,0,1,0,0,1,42,West,0,0,1,0,0,0,0,1,0,0,0,0.333333333,1,0.3,0.7,0,1,1,Fairly closely,CA
1,0.75,0.4,0.875,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.5,0,0,0,1,0,0,1,33,West,0,0,1,0,0,0,1,0,0,0,0,0,2,0.7,0.1,1,0,0.75,Not too closely,CA
1,0.75,0,0.65,0,0,1,0,0,0,0,0,0,No Story,0.75,0.5,0,1,0,0,0,0,1,69,South,1,0,0,0,1,0,0,0,0,0,0,0.333333333,5,0.6,0.4,0,1,NA,Fairly closely,FL
1,1,0.8,0.975,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.5,0.25,0,0,0,1,1,0,0,68,Northeast,0,1,0,0,1,1,0,0,0,0,0,0.833333333,3,0.2,0.2,0,1,0.75,Not too closely,NY
1,1,0.2,0.775,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0,0,0,0,1,0,1,0,29,South,0,1,0,0,1,1,0,0,0,0,0,0.5,2,0.6,0.1,0,0,0.5,Not closely at all,NC
1,0.5,0,0.65,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.375,0,0,1,0,0,1,0,0,32,South,0,0,1,0,0,0,0,0,0,0,1,1,5,0.65,0.1,1,0,0.5,Fairly closely,DC
0,0.25,0,0.45,0,0,1,0,0,0,0,0,0,No Story,0.875,0,0.333333333,1,0,0,1,0,0,53,Midwest,0,1,0,0,1,0,0,0,1,0,0,0.833333333,6,0.25,0.6,0,1,NA,Very closely,OH
1,0.5,0.2,0.425,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.875,0,0,1,0,0,1,0,0,39,Midwest,1,0,0,0,1,0,0,0,0,0,0,0.666666667,6,0.3,0.3,0,1,0.5,Not closely at all,KS
0,0,0,0.75,0,0,1,0,0,0,0,0,0,No Story,1,1,0.166666667,NA,NA,NA,0,1,0,60,South,0,1,0,0,0,0,1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,Not closely at all,VA
1,1,1,0.45,1,0,0,0,0,1,0,1,0,Sympathetic White,0.375,1,0.333333333,1,0,0,1,0,0,74,West,0,0,0,0,0,0,0,0,0,1,0,1,7,0.75,0.05,1,0,0.75,Not too closely,CA
1,0.5,0.2,0.45,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.375,0.5,-0.5,NA,NA,NA,1,0,0,24,South,1,0,0,0,1,0,1,0,0,0,0,0.833333333,NA,0.35,0.35,0,1,0.5,Not closely at all,KY
0,0.25,0,0.65,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,1,0,1,0,0,0,1,0,58,South,0,0,0,0,0,0,0,1,0,0,0,0.5,6,0.3,0.6,0,1,0.75,Fairly closely,NC
1,0.75,1,0.55,0,0,1,0,0,0,0,0,0,No Story,0.125,0.25,-0.166666667,0,0,1,0,0,1,54,West,0,1,0,0,0,0,1,0,0,0,0,0,1,0.75,0.1,1,0,NA,Fairly closely,CO
1,0.5,0.2,0.45,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0,0.166666667,0,0,1,1,0,0,62,South,0,1,0,0,0,0,1,0,0,0,0,1,3,0.35,0.4,0,1,0.5,Fairly closely,FL
0,0.5,0,0.425,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.625,0,0,1,0,0,1,0,0,37,South,0,0,1,0,1,0,0,1,0,0,0,1,6,0.6,0.15,0,1,1,Fairly closely,WV
1,0.5,0.4,0.475,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.375,0.5,0.166666667,0,0,1,1,0,0,59,Midwest,1,0,0,0,1,0,1,0,0,0,0,0.833333333,2,0.65,0.3,1,1,0.5,Not closely at all,IN
0,0.5,0.2,0.925,1,0,0,0,0,1,0,1,0,Sympathetic White,0.75,0,0,1,0,0,1,0,0,34,Midwest,0,0,1,0,0,0,0,0,0,1,0,0.666666667,5,0.5,0.4,0,1,0.5,Fairly closely,IL
1,0.5,0.2,0.45,0,0,1,0,0,0,0,0,0,No Story,1,0.5,0,NA,NA,NA,NA,NA,NA,27,Northeast,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0.7,0.15,1,1,NA,Fairly closely,PA
0,0.5,0.2,0.25,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.5,0.5,0,NA,NA,NA,1,0,0,28,Northeast,0,0,1,0,1,0,0,0,1,0,0,0.833333333,NA,0.33,0.33,0,1,0.5,Not too closely,ME
0,0.5,0.6,0.5,0,0,1,0,0,0,0,0,0,No Story,0.75,0.5,0,0,1,0,0,1,0,80,South,0,1,0,0,1,0,0,1,0,0,0,0.5,4,0.4,0.5,0,1,NA,Not too closely,TN
0,0.75,1,0.55,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0.166666667,0,0,1,1,0,0,60,South,0,0,0,0,0,0,0,0,0,0,1,1,3,0.6,0.2,0,1,0.5,Not too closely,LA
0,0.75,0.2,0.7,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0,1,0,0,1,0,0,55,Midwest,0,1,0,0,1,0,0,0,0,0,0,1,7,0.33,0.34,0,1,0.5,Not closely at all,MO
1,0.5,0.6,0.75,1,0,0,0,0,1,0,1,0,Sympathetic White,0.125,0.25,0,0,0,1,0,0,1,71,South,0,1,0,0,1,0,0,1,0,0,0,0,2,0.75,0.2,1,1,0.5,Not too closely,VA
1,0.75,0,0.625,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0,-0.166666667,0,0,1,0,0,1,29,South,1,0,0,0,1,0,0,1,0,0,0,0.166666667,2,0.5,0.3,0,1,0.25,Not too closely,VA
0,0,0,0.25,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0,-0.5,0,0,1,0,0,1,26,South,0,1,0,0,1,0,0,0,0,0,0,0.333333333,3,0.6,0.1,0,0,0.5,Not closely at all,GA
0,0,0.2,0.25,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.75,0.5,0,0,0,1,1,0,0,58,Midwest,0,1,0,0,0,0,0,1,0,0,0,0.666666667,3,0.45,0.25,0,1,0.5,Fairly closely,NE
1,0.75,0.4,0.5,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0.25,0,0,0,1,0,0,1,40,Midwest,0,0,0,0,1,0,0,0,0,1,0,0,2,0.7,0.1,1,0,0.5,Not too closely,SD
1,0.75,0.6,0.525,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.875,0.5,0,1,0,0,1,0,0,74,South,0,0,1,0,0,0,0,0,0,1,0,0.833333333,6,0.5,0.25,0,1,0.75,Not closely at all,VA
1,0.5,0,0.5,0,0,1,0,0,0,0,0,0,No Story,0.5,0.75,0.166666667,0,1,0,0,0,1,60,West,1,0,0,0,1,0,0,0,0,1,0,0,4,0.5,0.5,0,1,NA,Not too closely,CA
0,0.5,0,0.275,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0,0,0,1,0,0,0,1,37,Northeast,0,0,1,0,0,0,0,0,1,0,0,0.333333333,4,0.9,0.09,1,0,0,Not closely at all,PA
1,0.75,0.2,0.375,1,0,0,0,0,1,0,1,0,Sympathetic White,0.75,0,0.333333333,0,1,0,0,0,1,27,South,0,1,0,0,0,1,0,0,0,0,0,0.166666667,4,0.5,0.25,0,1,0.5,Not closely at all,NC
1,1,1,0.925,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.25,0,0,0,1,0,0,1,29,South,0,0,1,0,0,0,0,1,0,0,0,0,2,0.8,0.05,1,0,1,Not too closely,GA
1,0.5,0.6,0.575,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0,0,1,0,0,0,1,0,74,Northeast,0,0,0,0,0,0,0,0,0,1,0,0.5,6,0.45,0.4,0,1,0.75,Fairly closely,NH
0,0.5,0,0.625,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.25,0.25,-0.166666667,0,1,0,0,0,1,23,Midwest,0,0,1,0,1,0,0,1,0,0,0,0.166666667,4,0.4,0.4,0,1,0.75,Not closely at all,IA
1,0.75,0.8,0.6,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.25,0,1,0,0,1,0,0,50,Midwest,0,1,0,0,0,0,0,0,0,1,0,0.666666667,5,0.35,0.4,0,1,0.75,Not too closely,IN
1,0.75,0.2,0.75,0,0,1,0,0,0,0,0,0,No Story,0.5,0.75,0,0,1,0,0,0,1,25,West,0,0,0,0,1,1,0,0,0,0,0,0.333333333,4,0.5,0.3,0,1,NA,Not too closely,OR
1,0.75,0.2,0.6,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0.75,0,0,0,1,1,0,0,66,West,0,0,1,0,1,0,0,1,0,0,0,0.833333333,2,0.4,0.02,0,0,0.75,Fairly closely,WA
0,0.5,0,0.55,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,0,0,1,0,0,1,0,0,31,West,0,1,0,0,0,0,1,0,0,0,0,0.833333333,6,0.33,0.33,0,1,0.5,Not too closely,CA
0,0.5,0,0.475,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.625,0.75,0.333333333,0,0,1,1,0,0,50,South,0,0,1,0,0,0,0,0,0,1,0,0.833333333,3,0.5,0.5,0,1,0.5,Not too closely,AL
1,0.75,0.4,0.375,0,0,1,0,0,0,0,0,0,No Story,0.875,0.5,0.333333333,1,0,0,0,0,1,67,Northeast,0,1,0,0,1,0,0,1,0,0,0,0.166666667,5,0.2,0.6,0,1,NA,Fairly closely,VT
0,0.5,0,0.425,1,0,0,0,0,1,0,1,0,Sympathetic White,0.625,0,0,NA,NA,NA,1,0,0,57,South,1,0,0,0,1,0,0,0,1,0,0,1,NA,0.33,0.34,0,1,0.5,Not too closely,VA
0,0.5,0.2,0.45,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.375,1,0,0,0,1,0,0,1,32,Northeast,0,0,0,1,1,0,0,0,1,0,0,0,2,0.68,0.25,1,1,0.5,Not too closely,CT
0,0.5,0.2,0.65,0,0,1,0,0,0,0,0,0,No Story,0.25,0.5,0,1,0,0,1,0,0,28,West,0,0,1,0,1,0,0,0,0,0,0,0.833333333,6,0.5,0.2,0,1,NA,Not too closely,UT
1,1,1,0.775,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.5,-0.333333333,0,0,1,0,0,1,44,Midwest,0,0,0,1,1,0,0,0,0,1,0,0,2,0.3,0.5,0,1,1,Not too closely,KS
1,0.25,0,0.725,1,0,0,0,0,1,0,1,0,Sympathetic White,0.75,0,0,0,0,1,0,1,0,56,West,0,0,1,0,1,1,0,0,0,0,0,0.5,2,0.7,0.25,1,1,0.25,Fairly closely,CO
0,0,0,0.225,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,0,0,1,0,0,1,0,0,77,South,0,0,0,0,0,0,0,1,0,0,0,0.666666667,6,0.62,0.27,0,1,0,Fairly closely,TX
1,0.75,0.4,0.625,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.25,0,0,0,1,0,0,0,1,26,West,0,1,0,0,1,0,0,1,0,0,0,0.333333333,4,0.75,0.15,1,1,0.75,Not too closely,WY
1,0.5,0,0.45,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,1,0,1,0,0,1,0,0,49,Northeast,0,0,0,1,0,0,0,0,0,1,0,1,6,0.35,0.5,0,1,0.75,Not too closely,PA
1,0.5,0,0.6,0,0,1,0,0,0,0,0,0,No Story,1,0.5,0,0,0,1,1,0,0,37,South,0,0,1,0,1,0,0,0,0,1,0,1,3,0.4,0.3,0,1,NA,Not too closely,LA
1,1,0.4,0.95,1,0,0,0,0,1,0,1,0,Sympathetic White,0.625,0.75,-0.666666667,1,0,0,1,0,0,27,Northeast,0,1,0,0,0,0,0,1,0,0,0,1,6,0.33,0.33,0,1,1,Not too closely,MA
1,1,0.6,0.55,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.625,0.5,0,0,1,0,0,0,1,82,Northeast,0,0,0,1,1,0,1,0,0,0,0,0,4,0.4,0.2,0,1,0.5,Fairly closely,NY
0,0,0.6,0.25,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.875,0.5,0,1,0,0,1,0,0,73,South,1,0,0,0,0,0,1,0,0,0,0,1,7,0.7,0.2,1,1,0.75,Very closely,VA
0,0.5,0,0.175,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.5,0,0,NA,NA,NA,NA,NA,NA,74,Midwest,0,1,0,0,1,0,0,0,0,0,0,NA,NA,0.5,0.4,0,1,0.5,Not too closely,NE
1,1,0.4,0.5,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,1,0.666666667,NA,NA,NA,1,0,0,34,South,1,0,0,0,0,0,0,0,0,0,0,0.666666667,NA,0.75,0.2,1,1,1,Not closely at all,AL
1,0.5,0.2,0.675,1,0,0,0,0,1,0,1,0,Sympathetic White,0.25,0.5,0,1,0,0,1,0,0,67,West,0,0,0,0,1,0,0,0,1,0,0,0.666666667,6,0.5,0.25,0,1,0.75,Not too closely,CO
0,0,0,0.75,0,0,1,0,0,0,0,0,0,No Story,1,1,0,1,0,0,0,1,0,60,Midwest,0,1,0,0,0,0,0,1,0,0,0,0.5,6,0.4,0.4,0,1,NA,Not closely at all,IL
1,1,0.6,0.95,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.25,0,0,0,1,0,0,1,39,West,0,0,1,0,0,1,0,0,0,0,0,0,2,0.8,0.1,1,0,0.75,Fairly closely,CA
0,0.25,0.2,0.475,0,0,1,0,0,0,0,0,0,No Story,0.75,0.25,0.166666667,1,0,0,1,0,0,48,Midwest,0,1,0,0,1,0,1,0,0,0,0,1,6,0.4,0.45,0,1,NA,Not too closely,IA
1,1,0.6,0.95,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.25,0,0,0,1,0,0,1,81,Midwest,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5,0.3,0,1,0.75,Fairly closely,MI
0,0.5,0,0.65,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0,0,1,0,1,0,0,24,Northeast,0,0,1,0,1,1,0,0,0,0,0,0.666666667,4,0.5,0.35,0,1,0.25,Fairly closely,CT
0,0.25,0,0.275,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0.5,0,NA,NA,NA,NA,NA,NA,62,Midwest,0,0,1,0,0,0,0,0,0,1,0,NA,NA,0.85,0.1,1,0,0.25,Not too closely,IN
1,0.75,0.2,0.55,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.75,0.166666667,1,0,0,1,0,0,39,Northeast,0,0,0,1,1,0,0,0,1,0,0,0.833333333,5,0.75,0.15,1,1,0.75,Not too closely,CT
1,0.75,0.2,0.5,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0,0,0,1,0,0,1,43,South,0,0,0,0,1,0,0,1,0,0,0,0.333333333,3,0.3,0.3,0,1,0.75,Not too closely,NC
1,0.5,0.6,0.5,0,0,1,0,0,0,0,0,0,No Story,0.75,0,0,1,0,0,1,0,0,68,Northeast,0,1,0,0,0,1,0,0,0,0,0,0.666666667,6,0.6,0.2,0,1,NA,Not too closely,CT
1,0.75,0.2,1,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0,0,NA,NA,NA,0,1,0,31,South,0,1,0,0,1,0,0,0,1,0,0,0.5,NA,0.4,0.4,0,1,1,Fairly closely,FL
0,0,0,0.5,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.75,0,0,0,0,1,1,0,0,35,Midwest,0,1,0,0,0,0,0,0,0,1,0,1,3,0.5,0.3,0,1,0.5,Fairly closely,WI
1,0.75,0.2,0.55,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.75,0.5,0,0,0,1,0,0,1,54,South,0,1,0,0,1,0,1,0,0,0,0,0.166666667,3,0.4,0.35,0,1,0.5,Not too closely,NC
1,1,0.2,0.775,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.625,0.25,0.666666667,1,0,0,1,0,0,48,Midwest,0,0,1,0,1,0,0,0,0,0,0,1,7,0.3,0.5,0,1,0.5,Very closely,MN
0,0.5,1,0.25,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.625,0,0,1,0,0,1,0,0,43,South,0,0,1,0,1,0,0,0,1,0,0,0.666666667,5,0.5,0.3,0,1,0.5,Very closely,DE
0,0,0,0.775,0,0,1,0,0,0,0,0,0,No Story,0.875,0.25,0,1,0,0,1,0,0,57,South,0,1,0,0,1,0,0,0,0,0,0,0.833333333,6,0.6,0.3,0,1,NA,Not closely at all,VA
1,0.75,0.2,0.525,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.375,0.25,-0.333333333,0,1,0,0,0,1,45,West,0,1,0,0,1,0,0,0,0,1,0,0.166666667,4,0.7,0.1,1,0,0.75,Fairly closely,AZ
1,1,1,0.275,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0,-1,NA,NA,NA,0,0,1,20,West,0,1,0,0,0,0,0,0,0,1,0,0.333333333,NA,0.85,0.1,1,0,1,Very closely,CA
0,0.25,0,0.8,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.75,0,0,0,0,1,1,0,0,72,Midwest,1,0,0,0,0,0,0,0,0,1,0,0.666666667,2,0.6,0.2,0,1,0.25,Not too closely,WI
1,0.75,0.2,0.725,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0,-0.5,0,0,1,0,0,1,52,West,0,0,1,0,1,0,0,1,0,0,0,0.333333333,2,0.6,0.1,0,0,0.25,Very closely,WA
1,0.75,0.6,0.75,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.25,0,0,0,0,1,0,0,1,69,West,0,1,0,0,0,0,0,0,0,0,0,0.166666667,2,0.64,0.12,1,1,0.5,Fairly closely,CA
1,0.75,0.8,0.875,0,0,1,0,0,0,0,0,0,No Story,0,0,0,0,0,1,0,0,1,36,Northeast,0,0,0,1,1,0,0,0,1,0,0,0,2,0.9,0.05,1,0,NA,Not too closely,PA
0,0.5,0,0.625,1,0,0,0,0,1,0,1,0,Sympathetic White,0.875,0,0.166666667,0,1,0,0,1,0,61,West,0,0,1,0,0,0,0,0,0,0,1,0.5,4,0.25,0.4,0,1,0.25,Fairly closely,CA
1,0.75,0.4,0.65,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.5,0,0,1,0,0,1,0,0,39,South,0,0,1,0,0,0,0,1,0,0,0,0.666666667,5,0.64,0.12,1,1,0.5,Fairly closely,NC
1,0.25,0,0.45,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.875,0,0,1,0,0,1,0,0,43,West,0,0,1,0,1,0,0,0,0,1,0,0.833333333,6,0.5,0.4,0,1,0.5,Not too closely,WA
1,0.75,0.2,0.6,0,0,1,0,0,0,0,0,0,No Story,0.5,0.75,0,0,1,0,0,0,1,82,Northeast,0,1,0,0,1,0,1,0,0,0,0,0.166666667,4,NA,NA,NA,NA,NA,Not too closely,PA
1,0.75,0,0.9,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0.5,0.5,0,1,0,0,1,0,69,Midwest,0,1,0,0,1,0,0,0,0,0,0,0.5,4,0.3,0.55,0,1,0.75,Fairly closely,IA
1,1,0.2,0.725,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0,0,0,0,1,0,0,1,36,West,0,0,0,1,0,0,0,0,0,0,1,0.333333333,2,0.64,0.12,1,1,0.5,Fairly closely,UT
0,0.5,0,0.725,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0.25,0,0,0,1,0,1,0,34,Midwest,0,0,1,0,0,0,0,1,0,0,0,0.5,2,0.64,0.12,1,1,0.5,Not too closely,MI
1,0.75,0.2,0.7,0,0,1,0,0,0,0,0,0,No Story,0,0,0,0,0,1,0,0,1,66,West,0,1,0,0,0,0,0,1,0,0,0,0,2,0.64,0.12,1,1,NA,Fairly closely,CA
1,0.5,0,0.5,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.5,0,0,0,1,0,0,1,39,Midwest,0,0,1,0,1,0,0,0,1,0,0,0,2,0.8,0.1,1,0,0.5,Not too closely,NE
1,1,0,0.9,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0,-0.333333333,0,0,1,0,0,1,56,West,1,0,0,0,1,0,0,0,0,0,0,0.333333333,2,0.6,0.2,0,1,1,Not too closely,CA
1,0.75,0.6,0.75,0,0,1,0,0,0,0,0,0,No Story,0.75,0,0,0,1,0,1,0,0,25,South,0,0,1,0,0,0,0,0,0,0,0,0.833333333,4,0.8,0.15,1,1,NA,Not too closely,TX
1,0.5,0.2,0.575,1,0,0,0,0,1,0,1,0,Sympathetic White,0.375,0.5,0,0,1,0,0,0,1,68,Midwest,0,0,0,1,1,0,0,0,0,1,0,0.333333333,4,0.6,0.3,0,1,1,Fairly closely,MN
0,0.5,0.4,0.55,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0.25,0,0,0,1,0,0,1,35,Midwest,0,0,1,0,1,0,0,1,0,0,0,0,2,0.7,0.15,1,1,0.25,Not too closely,ND
1,1,0,0.675,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0,-0.333333333,1,0,0,0,0,1,28,Midwest,0,1,0,0,0,1,0,0,0,0,0,0.333333333,5,0.4,0.4,0,1,0.75,Not too closely,NE
1,0.75,0.2,0.675,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0.25,0,0,0,1,0,0,1,67,West,0,1,0,0,1,0,0,1,0,0,0,0.166666667,2,0.35,0.35,0,1,0,Not too closely,WA
0,0.5,0,0.6,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0,0,1,0,0,0,1,0,56,South,0,0,0,0,1,0,1,0,0,0,0,0.5,5,0.4,0.4,0,1,0.25,Not too closely,TN
1,0.25,0,0.7,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0,0,NA,NA,NA,NA,NA,NA,19,Midwest,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0.35,0.25,0,1,0.25,Not too closely,WI
0,0.5,0.2,0.3,1,0,0,0,0,1,0,1,0,Sympathetic White,1,1,0.333333333,1,0,0,1,0,0,34,South,0,0,1,0,1,0,0,0,1,0,0,1,7,0.6,0.2,0,1,0.5,Not closely at all,TN
1,0.75,0.4,0.475,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0,0.333333333,0,0,1,1,0,0,60,Northeast,0,0,1,0,0,0,0,0,0,1,0,1,2,0.72,0.26,1,1,0.75,Not too closely,NY
0,0.5,1,0.525,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.375,0.5,0.166666667,0,1,0,0,1,0,38,Midwest,1,0,0,0,1,0,0,0,0,0,0,0.5,4,0.64,0.12,1,1,0.5,Not too closely,MO
1,0.5,0,0.375,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,0,0,0,1,0,1,0,0,67,South,0,0,1,0,1,0,0,1,0,0,0,0.666666667,4,0.3,0.4,0,1,0.25,Fairly closely,AL
0,0.25,0,0.8,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0,0,1,0,0,1,0,0,31,West,0,0,1,0,0,0,0,1,0,0,0,0.666666667,5,0.75,0.15,1,1,0.25,Fairly closely,CA
1,1,0.6,0.85,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.5,-0.333333333,0,1,0,1,0,0,34,West,0,0,0,1,0,0,0,1,0,0,0,0.833333333,4,0.35,0.47,0,1,1,Fairly closely,CA
1,0.5,0.6,0.35,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.875,0,-0.166666667,1,0,0,1,0,0,54,Midwest,0,0,1,0,0,0,0,1,0,0,0,0.833333333,5,0.8,0.15,1,1,0,Fairly closely,KS
